word,severity,vibe,pos,
Shiraz,3,other,noun,
hulk,2,other,verb,
genus Muscari,2,other,noun,
haughtily,4,other,adverb,
chin rest,2,other,noun,
energise,4,other,verb,
Capsicum annuum cerasiforme,3,other,noun,
remove,3,other,noun,
yarmulka,3,other,noun,
bedaub,4,other,verb,
de-iodinase,4,other,noun,
patrioteer,4,other,noun,
lower oneself,1,other,verb,
spec,1,other,noun,
Navy SEAL,1,other,noun,
derringer,3,other,noun,
disability of walking,3,other,noun,
nationwide,2,other,adverb,
Neotoma fuscipes,2,other,noun,
Afrikaans,3,other,noun,
Dracenaceae,2,other,noun,
trial balloon,3,other,noun,
Eucalyptus rostrata,1,other,noun,
crack cocaine,1,other,noun,
order Lobata,1,other,noun,
edible cockle,4,other,noun,
Edmund John Millington Synge,3,other,noun,
DDI,3,other,noun,
cork jacket,2,other,noun,
bone of contention,4,other,noun,
mudspringer,2,other,noun,
pica em,2,other,noun,
repressor gene,1,other,noun,
Renata Tebaldi,4,other,noun,
Willebrand,2,other,noun,
Elasmobranchii,2,other,noun,
Old World yew,1,other,noun,
family Bacteroidaceae,4,other,noun,
proteosome vaccine,1,other,noun,
extravasate,4,other,verb,
star earthball,2,other,noun,
uninterruptedly,1,other,adverb,
onion,2,other,noun,
genus Opisthocomus,2,other,noun,
genus Stapelia,1,other,noun,
prebend,1,other,noun,
hand-loomed,3,other,adjective,
gloating,2,other,noun,
desert lynx,4,other,noun,
buccal artery,4,other,noun,
genus Alliaria,1,other,noun,
of unsound mind,2,other,adjective,
hog badger,4,other,noun,
secure,2,other,adjective,
unwarranted,4,other,adjective,
putrefacient,1,other,adjective,
well-marked,4,other,adjective,
class Placodermi,1,other,noun,
William Augustus,4,other,noun,
Atlantis,3,other,noun,
move into,3,other,verb,
Seleucus I,4,other,noun,
Sachsen,1,other,noun,
slug,3,other,verb,
family Burseraceae,4,other,noun,
centre of attention,4,other,noun,
langsat,1,other,noun,
outride,4,other,verb,
pufferfish,1,other,noun,
lower criticism,1,other,noun,
acidophil,2,other,noun,
ad nauseam,4,other,adverb,
Meredith,2,other,noun,
ammonia alum,4,other,noun,
Gallicism,1,other,noun,
Chinese anise,4,other,noun,
sacque,4,other,noun,
Roman building,1,other,noun,
intermediate host,4,other,noun,
Zestril,3,other,noun,
30 minutes,2,other,noun,
unhappily,1,other,adverb,
triclinium,3,other,noun,
Astacura,4,other,noun,
fumbling,2,other,adjective,
riot gun,4,other,noun,
Eustoma,2,other,noun,
legality,4,other,noun,
monstrously,3,other,adverb,
megahit,2,other,noun,
caudate,1,other,noun,
dead-end street,4,other,noun,
American rock brake,1,other,noun,
allergic rhinitis,3,other,noun,
predation,3,other,noun,
conditional probability,2,other,noun,
blusher,2,other,noun,
Little Rock,3,other,noun,
Simpson Desert,2,other,noun,
trifoliated,1,other,adjective,
haunch,1,other,noun,
European parsley fern,2,other,noun,
unpainful,1,other,adjective,
HS1,2,other,noun,
material possession,2,other,noun,
blue ash,3,other,noun,
implicit,1,other,adjective,
fruiting body,1,other,noun,
Icelandic krona,3,other,noun,
lemma,4,other,noun,
glaciate,2,other,verb,
corkscrew flower,1,other,noun,
drinking,3,other,noun,
rate of interest,3,other,noun,
Brigit,3,other,noun,
lignin,3,other,noun,
Irish punt,4,other,noun,
seriousness,2,other,noun,
isoantibody,1,other,noun,
signalman,2,other,noun,
Eresh-kigal,1,other,noun,
eclair,1,other,noun,
Rajab,2,other,noun,
tolerably,2,other,adverb,
Friedrich Gottlieb Klopstock,4,other,noun,
at one time,4,other,adverb,
gean,3,other,noun,
Myxiniformes,3,other,noun,
Winchester drive,1,other,noun,
bog asphodel,3,other,noun,
pusillanimous,1,other,adjective,
garter,3,other,noun,
heat unit,1,other,noun,
shaping tool,4,other,noun,
midplane,1,other,noun,
Rapateaceae,2,other,noun,
transplacental,4,other,adjective,
prof,4,other,noun,
remilitarise,4,other,verb,
shingle,1,other,verb,
seven-spot,4,other,noun,
arc cosine,4,other,noun,
gray market,2,other,noun,
revenue enhancement,4,other,noun,
seed catalog,4,other,noun,
cobalt ultramarine,4,other,noun,
diagrammatically,4,other,adverb,
self-expression,2,other,noun,
wampee,4,other,noun,
Mayflower,1,other,noun,
cloud grass,1,other,noun,
anoestrous,3,other,adjective,
Hygroton,1,other,noun,
Goethe,1,other,noun,
suborder Osteostraci,1,other,noun,
fogbound,1,other,adjective,
millivolt,1,other,noun,
maneuverable,3,other,adjective,
grumbling,4,other,noun,
Calvert Vaux,3,other,noun,
mu,3,other,noun,
filling station,1,other,noun,
transcendence,2,other,noun,
genus Psychotria,4,other,noun,
woodfern,4,other,noun,
bbs,1,other,noun,
get under one's skin,2,other,verb,
achondroplastic,3,other,adjective,
near vision,4,other,noun,
Association of Southeast Asian Nations,2,other,noun,
International Maritime Organization,4,other,noun,
crested screamer,1,other,noun,
innominate artery,3,other,noun,
Australopithecus,2,other,noun,
Littre,4,other,noun,
face-harden,4,other,verb,
Aeolic,1,other,noun,
order book,2,other,noun,
Urochordata,2,other,noun,
nonrenewable,3,other,adjective,
James Thomas Harris,2,other,noun,
Bible,4,other,noun,
spread,2,other,verb,
maximization,1,other,noun,
mountain beaver,4,other,noun,
Indian red,1,other,noun,
diffusion,4,other,noun,
terminus a quo,1,other,noun,
designative,3,other,adjective,
Mecca,2,other,noun,
re-echo,1,other,noun,
warm-toned,2,other,adjective,
ventricular septal defect,1,other,noun,
winded,4,other,adjective,
question master,3,other,noun,
schizogony,2,other,noun,
family Callionymidae,3,other,noun,
Mulloidichthys,4,other,noun,
incarnate,1,other,adjective,
Euphorbia exigua,4,other,noun,
Asparagaceae,3,other,noun,
genus Osmanthus,4,other,noun,
disk-jockey,4,other,verb,
kieserite,2,other,noun,
invigorator,3,other,noun,
dryad,1,other,noun,
route,3,other,verb,
orison,2,other,noun,
trunk road,3,other,noun,
antimicrobic,4,other,noun,
Ormuzd,4,other,noun,
Ariocarpus,2,other,noun,
agenda,1,other,noun,
Lanius borealis,2,other,noun,
bench warmer,1,other,noun,
doggerel verse,4,other,noun,
shill,1,other,verb,
undulant,3,other,adjective,
wandflower,3,other,noun,
t,2,other,noun,
barrowful,3,other,noun,
Sukkoth,4,other,noun,
cerise,1,other,adjective,
protuberance,1,other,noun,
peroxidase,2,other,noun,
clapped out,2,other,adjective,
saneness,3,other,noun,
saddled,1,other,adjective,
endomorphy,1,other,noun,
expense record,3,other,noun,
Eruca vesicaria sativa,3,other,noun,
verticillate,4,other,adjective,
bulghur,1,other,noun,
Jacques Etienne Montgolfier,2,other,noun,
sounding board,1,other,noun,
ethnological,4,other,adjective,
kit fox,4,other,noun,
family Bufonidae,3,other,noun,
New World monkey,3,other,noun,
cavernous sinus,4,other,noun,
strictly,3,other,adverb,
for the most part,3,other,adverb,
literalise,4,other,verb,
genus Dianthus,2,other,noun,
plant scientist,2,other,noun,
Ceylon cinnamon,3,other,noun,
scalene,4,other,adjective,
symbolise,2,other,verb,
dasheen,3,other,noun,
cold duck,3,other,noun,
lame,1,other,noun,
bellbottom pants,2,other,noun,
stacked,3,other,adjective,
dysgenesis,4,other,noun,
immunizing agent,4,other,noun,
poetise,3,other,verb,
best friend,2,other,noun,
streptodornase,1,other,noun,
cupboard,2,other,noun,
paleoanthropological,2,other,adjective,
Blackburn,3,other,noun,
parachute,2,other,noun,
let fly,3,other,verb,
escadrille,2,other,noun,
punk,2,other,adjective,
Eleanor of Aquitaine,4,other,noun,
PBS,1,other,noun,
ecchymosis,4,other,noun,
amusive,2,other,adjective,
West Nile encephalitis,3,other,noun,
monarch,2,other,noun,
stir up,2,other,verb,
rat typhus,2,other,noun,
leatherlike,4,other,adjective,
cascarilla bark,4,other,noun,
saxicolous plant,4,other,noun,
Polyborus cheriway audubonii,4,other,noun,
groundbreaking,3,other,noun,
Crotophaga,4,other,noun,
Asphodeline lutea,3,other,noun,
cosmetic dentistry,4,other,noun,
cushion calamint,4,other,noun,
light filter,2,other,noun,
93,2,other,adjective,
like,1,other,noun,
rocambole,1,other,noun,
tidings,2,other,noun,
broad interpretation,3,other,noun,
middle thyroid vein,1,other,noun,
bookbinder,2,other,noun,
pentangular,2,other,adjective,
hairstylist,2,other,noun,
Gettysburg Address,3,other,noun,
ampulla,1,other,noun,
eremitical,3,other,adjective,
lumber jacket,4,other,noun,
scrape,1,other,noun,
gesso,1,other,noun,
sunblock,4,other,noun,
undivided right,2,other,noun,
Gorkiy,4,other,noun,
symphony orchestra,3,other,noun,
inhalation,2,other,noun,
Carl Clinton Van Doren,3,other,noun,
electricity,3,other,noun,
macroscopic,2,other,adjective,
filthily,2,other,adverb,
glyptic art,4,other,noun,
Cattleya citrina,1,other,noun,
saturniid moth,2,other,noun,
banter,2,other,verb,
edental,1,other,adjective,
Michael Jackson,4,other,noun,
Erigeron acer,1,other,noun,
miaul,3,other,noun,
truck farm,4,other,noun,
dilettante,1,other,noun,
test,4,other,verb,
Tephrosia purpurea,1,other,noun,
golden yarrow,1,other,noun,
saffron,1,other,noun,
birth,1,other,noun,
habilimented,3,other,adjective,
Bromus secalinus,1,other,noun,
Casey Stengel,4,other,noun,
limber up,2,other,verb,
wall bracket,2,other,noun,
tradition,2,other,noun,
genus Aletris,3,other,noun,
air potato,3,other,noun,
family Ginkgoaceae,3,other,noun,
Brassia,3,other,noun,
transaminase,4,other,noun,
horsetail,1,other,noun,
ricrac,2,other,noun,
glycoside,4,other,noun,
dehydration,1,other,noun,
family Branchiostomidae,2,other,noun,
fenoprofen calcium,2,other,noun,
firing squad,2,other,noun,
sweet vermouth,3,other,noun,
Geophilomorpha,3,other,noun,
Eleotridae,2,other,noun,
willingness,1,other,noun,
trek,1,other,noun,
carillon,2,other,noun,
requiem,3,other,noun,
Sade,1,other,noun,
land tax,1,other,noun,
spindle-legged,1,other,adjective,
sexual congress,3,other,noun,
practicableness,1,other,noun,
foamy,1,other,adjective,
wine-colored,2,other,noun,
cobble up,3,other,verb,
echography,4,other,noun,
lesser panda,1,other,noun,
Sphinx,4,other,noun,
waltzer,1,other,noun,
white dead nettle,2,other,noun,
liliopsid family,3,other,noun,
sixty,4,other,adjective,
order Mucorales,4,other,noun,
overseas,4,other,adverb,
Apidae,2,other,noun,
carbonnade flamande,2,other,noun,
sober up,2,other,verb,
yellow avens,1,other,noun,
brownstone,2,other,noun,
catch cold,2,other,verb,
crop,2,other,verb,
bandmaster,4,other,noun,
Adansonia gregorii,4,other,noun,
Baroque,2,other,noun,
abomination,2,other,noun,
caisson disease,2,other,noun,
big time,3,other,noun,
family Pyrrhocoridae,3,other,noun,
borscht,3,other,noun,
Para,1,other,noun,
run-on sentence,3,other,noun,
external orifice,2,other,noun,
Lanthanotus borneensis,1,other,noun,
disappoint,3,other,verb,
one-off,3,other,noun,
P.A.,1,other,noun,
airship,3,other,noun,
hole,2,other,noun,
macular area,1,other,noun,
Germanist,1,other,noun,
Menyanthaceae,3,other,noun,
Steinert's disease,3,other,noun,
taint,2,other,verb,
order Hymenogastrales,4,other,noun,
billiard table,3,other,noun,
tizzy,4,other,noun,
Tadeusz Andrzej Bonawentura Kosciuszko,1,other,noun,
chiromance,3,other,verb,
Panicum,3,other,noun,
footpath,3,other,noun,
basso profundo,3,other,noun,
reformer,3,other,noun,
Mevacor,4,other,noun,
clownish,2,other,adjective,
C-reactive protein,4,other,noun,
hundredweight,1,other,noun,
logicalness,1,other,noun,
triage,3,other,noun,
carefulness,1,other,noun,
Soave,1,other,noun,
time note,2,other,noun,
recounting,1,other,noun,
exhaustion,2,other,noun,
Shang dynasty,1,other,noun,
stigmatization,2,other,noun,
anthropophagus,1,other,noun,
stealth fighter,4,other,noun,
epsilon toxin,3,other,noun,
contractual,3,other,adjective,
ovule,4,other,noun,
ancestral,1,other,adjective,
diffraction,1,other,noun,
genus Polyporus,2,other,noun,
male,2,other,adjective,
justifiably,3,other,adverb,
omnibus,2,other,adjective,
largo,2,other,adverb,
Illampu,4,other,noun,
speech disorder,2,other,noun,
Nyquist rate,1,other,noun,
Francis Edgar Stanley,4,other,noun,
admittable,2,other,adjective,
logistic assistance,2,other,noun,
Burhinus,3,other,noun,
placental mammal,2,other,noun,
vena pulmanalis inferior,2,other,noun,
genus Lactobacillus,3,other,noun,
Estonia,1,other,noun,
narcotic,3,other,noun,
noodle,2,other,noun,
assault,1,other,noun,
Astronomical Unit,2,other,noun,
Arab Revolutionary Brigades,2,other,noun,
petite,4,other,noun,
shanny,3,other,noun,
oil stain,1,other,noun,
Abu Sayyaf,1,other,noun,
greater butterfly orchid,2,other,noun,
Ophrys apifera,3,other,noun,
bitter orange,4,other,noun,
Flacourtia,4,other,noun,
uninspiring,4,other,adjective,
piquance,4,other,noun,
vesiculate,1,other,verb,
schematically,3,other,adverb,
personalized,1,other,adjective,
plumber,4,other,noun,
addend,3,other,noun,
self-report inventory,3,other,noun,
rill,3,other,noun,
anal sphincter,3,other,noun,
tragical,1,other,adjective,
importer,3,other,noun,
liniment,3,other,noun,
morning dress,1,other,noun,
cellphone,3,other,noun,
canvassing,2,other,noun,
glottis vera,1,other,noun,
paramilitary force,1,other,noun,
boil,3,other,verb,
interior live oak,4,other,noun,
fraudulently,3,other,adverb,
puff of air,2,other,noun,
superoxide,3,other,noun,
Coprinus comatus,4,other,noun,
Schumann,3,other,noun,
heterometabolous,3,other,adjective,
zeugma,4,other,noun,
cultivated strawberry,1,other,noun,
paunchy,4,other,adjective,
thud,1,other,noun,
Madrid,2,other,noun,
genus Leonotis,1,other,noun,
AAA,1,other,noun,
cast,1,other,verb,
west by south,3,other,noun,
Addison's disease,3,other,noun,
internalisation,4,other,noun,
aeromechanic,3,other,adjective,
disforest,2,other,verb,
common barberry,4,other,noun,
spondaise,1,other,verb,
coming attraction,1,other,noun,
mildness,4,other,noun,
tap dancing,4,other,noun,
shot tower,3,other,noun,
subnormal,2,other,adjective,
beef up,1,other,verb,
Phanerogamae,4,other,noun,
Tallapoosa River,4,other,noun,
Serpens,1,other,noun,
jut,4,other,noun,
electric-light bulb,3,other,noun,
thane,2,other,noun,
bicycle,4,other,noun,
crural,1,other,adjective,
inherently,1,other,adverb,
packthread,3,other,noun,
gemmiferous,4,other,adjective,
stonecrop family,4,other,noun,
threateningly,1,other,adverb,
thriftshop,2,other,noun,
pickerel,3,other,noun,
Foucault pendulum,4,other,noun,
avoidable,4,other,adjective,
regular icosahedron,3,other,noun,
foglamp,3,other,noun,
violoncello,4,other,noun,
holotype,4,other,noun,
off the record,1,other,adverb,
Chytridiales,2,other,noun,
capital of New Jersey,4,other,noun,
John Singleton Copley,1,other,noun,
setoff,2,other,noun,
scale,1,other,verb,
clonic,2,other,adjective,
manumission,3,other,noun,
alienating,1,other,adjective,
cenogenesis,4,other,noun,
Che Guevara,1,other,noun,
genus Tolmiea,2,other,noun,
Onychophora,1,other,noun,
equivocalness,3,other,noun,
boughed,4,other,adjective,
seersucker,1,other,noun,
eruditely,3,other,adverb,
cellist,1,other,noun,
osmium,1,other,noun,
chiromancy,1,other,noun,
capital of Kuwait,4,other,noun,
American sable,3,other,noun,
toleration,1,other,noun,
scrutin uninominal voting system,1,other,noun,
invocation,2,other,noun,
capital of Bahrain,2,other,noun,
nuclear deterrence,2,other,noun,
one-hundredth,3,other,noun,
designing,4,other,noun,
common ax,1,other,noun,
invalidator,3,other,noun,
Putin,2,other,noun,
tin pest,4,other,noun,
Chimaera monstrosa,2,other,noun,
Parthenium hysterophorus,4,other,noun,
flight path,3,other,noun,
inheritor,2,other,noun,
body type,2,other,noun,
Tom Wolfe,4,other,noun,
genus Adalia,4,other,noun,
blackjack,3,other,verb,
paint roller,2,other,noun,
tinge,4,other,noun,
matchup,3,other,noun,
Philistine,2,other,adjective,
acid-wash,3,other,verb,
oxygen debt,3,other,noun,
Zambia,2,other,noun,
enjoyableness,2,other,noun,
interleave,1,other,verb,
nubile,4,other,adjective,
panhandle,4,other,verb,
rubber boot,2,other,noun,
incise,2,other,verb,
handwriting,4,other,noun,
grandfather,2,other,noun,
plebe,2,other,noun,
Pius VII,4,other,noun,
Athyrium distentifolium,1,other,noun,
crown saw,2,other,noun,
white dipladenia,1,other,noun,
Lucite,1,other,noun,
Meliphagidae,2,other,noun,
choke back,4,other,verb,
straight chair,3,other,noun,
Allium neopolitanum,4,other,noun,
disloyalty,1,other,noun,
flag of truce,4,other,noun,
Victor Herbert,1,other,noun,
Badlands National Park,4,other,noun,
serve,2,other,noun,
mismated,3,other,adjective,
soymilk,4,other,noun,
becalm,1,other,verb,
dry-stone wall,3,other,noun,
extravagance,4,other,noun,
whorl,3,other,noun,
jibe,4,other,verb,
mathematical statistician,1,other,noun,
ankylose,1,other,verb,
commendable,2,other,adjective,
sedition,4,other,noun,
unreduced,4,other,adjective,
tectonics,1,other,noun,
play group,4,other,noun,
microwave,1,other,noun,
midget,4,other,adjective,
probative,3,other,adjective,
passive immunity,2,other,noun,
moldable,4,other,adjective,
batrachomyomachia,4,other,noun,
pill roller,3,other,noun,
central vein of suprarenal gland,2,other,noun,
witch elm,4,other,noun,
neoplasia,1,other,noun,
Balkanize,3,other,verb,
adder,3,other,noun,
early days,3,other,noun,
faded,3,other,adjective,
bosom,4,other,noun,
genus Oecanthus,4,other,noun,
grand jury,1,other,noun,
alated,4,other,adjective,
pig farm,2,other,noun,
sniper,2,other,noun,
tunnel,2,other,verb,
Camillo Golgi,3,other,noun,
fourscore,3,other,adjective,
intact,3,other,adjective,
Argus,2,other,noun,
pars nervosa,3,other,noun,
hard-boiled,2,other,adjective,
purple loco,2,other,noun,
California beauty,1,other,noun,
reciprocality,1,other,noun,
cesspit,1,other,noun,
Irvingia,3,other,noun,
meat grinder,4,other,noun,
meddle,4,other,verb,
Solomon Hurok,3,other,noun,
forecasting,3,other,noun,
cold work,1,other,verb,
contested,2,other,adjective,
Coriolis force,4,other,noun,
Hudsonian godwit,1,other,noun,
obtuse triangle,2,other,noun,
gasteromycete,4,other,noun,
vesture,4,other,noun,
multi-ethnic,1,other,adjective,
nervus hypoglosus,1,other,noun,
Hertzian wave,4,other,noun,
external drive,4,other,noun,
fury,3,other,noun,
boutonneuse fever,1,other,noun,
widening,4,other,noun,
retailing,1,other,noun,
Salk vaccine,4,other,noun,
non-profit-making,1,other,adjective,
subtlety,4,other,noun,
Ulan Bator,1,other,noun,
feat,1,other,noun,
Granite State,4,other,noun,
Ananas,3,other,noun,
Roman calendar,1,other,noun,
Captain Bligh,1,other,noun,
complementary DNA,4,other,noun,
Schuller-Christian disease,3,other,noun,
manipulation,3,other,noun,
blue succory,3,other,noun,
genus Synagrops,4,other,noun,
minx,2,other,noun,
electrically,1,other,adverb,
musculus triceps brachii,3,other,noun,
spelling,2,other,noun,
Mauser,3,other,noun,
auriculare,4,other,noun,
southbound,2,other,adjective,
wrecking bar,2,other,noun,
kaluresis,4,other,noun,
muscle memory,2,other,noun,
